,tmp,id,subj,verb,particle,np,adjectives,prepositions,np phrasal weight,distilgpt2 sentence score,full obj,noun syll,prt syll,distilgpt2_token,np len,prt len,prt tokens,gpt2 sentence score,gpt2_token,gpt2_med sentence score,gpt2_med_token,gpt2_large sentence score,gpt2_large_token,gpt2_xl sentence score,gpt2_xl_token,llama_3 sentence score,llama_3_token,llama_3_chat sentence score,llama_3_chat_token,babyopt sentence score,babyopt_token,babyllama sentence score,babyllama_token,mistral_0.3 sentence score,mistral_0.3_token,mistral_0.3_chat sentence score,mistral_0.3_chat_token,olmo sentence score,olmo_token,olmo_chat sentence score,olmo_chat_token,prt phrasal weight,np syll,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,gpt2_prt_token,gpt2_med_prt_token,gpt2_large_prt_token,gpt2_xl_prt_token,llama_3_prt_token,llama_3_chat_prt_token,mistral_0.3_prt_token,mistral_0.3_chat_prt_token,olmo_prt_token,olmo_chat_prt_token,babyopt_prt_token,babyllama_prt_token,var,responses
32,1927,32,John,turned,down,the invitation,['printed'],"['from the host', 'for the wedding']",4,-4.7798644702,the printed invitation from the host for the wedding,14,1,9,9,1,9,-4.5061235428,9,-4.6526660919000005,9,-4.4499376615,9,-4.3503247102,9,-4.6058340073,9,-4.4999587352,9,-6.675769219,9,-5.0201094548,9,-4.6910544175,9,-4.8468222985,9,-4.0544876258,9,-4.3414250215,9,1,5,14.0,9,4,John turned down the printed invitation from the host for the wedding.,John turned the printed invitation from the host for the wedding down.,-0.8459091186000001,-0.6983766556000001,-0.8788030147,-0.8960915407000001,-0.8098172041,-0.9998132266,-1.7159244098,-0.6527288357000001,-0.5960932512,-0.7151474586000001,-0.8414182663,-1.1810508966,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[5.0, 4.0, 6.0, 5.0, 7.0]"
33,170,33,John,gave,up,his secret,"['shameful', 'longtime']",['in his marriage'],4,-6.0307374954,his shameful longtime secret in his marriage,13,1,7,7,1,8,-5.6822921753,7,-5.6616661072,7,-5.9687953949,7,-6.02733078,7,-5.7286242572,7,-5.8304559101,7,-8.4873864867,7,-5.3234076103,9,-4.9887596277,9,-5.0942659378,9,-5.0990605788,8,-5.1509579745,8,1,3,13.0,7,4,John gave up his shameful longtime secret in his marriage.,John gave his shameful longtime secret in his marriage up.,-1.3506782532000001,-1.7064483642000001,-1.1186526775,-0.9099634648,-0.573845083,-0.8835851496,-1.4814340852,-1.1423962513,-0.6830032789,-0.8564878244,-0.5676427321,-0.9781485471,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 4.0, 6.0, 6.0, 7.0]"
34,2995,34,John,looks,up,the restaurant,"['new', 'Italian']",['from Tuscany'],4,-4.7242197557,the new Italian restaurant from Tuscany,12,1,8,6,1,8,-4.6927323775,8,-4.9433146390000005,8,-4.790598826,8,-4.8511310924,8,-4.6613521576,8,-5.0054241021,8,-6.2215744654,8,-4.4286489487,9,-4.699851354,8,-4.9615965684,8,-4.257586826,8,-4.6468791528,8,1,4,12.0,6,4,John looks up the new Italian restaurant from Tuscany.,John looks the new Italian restaurant from Tuscany up.,-0.8047908436000001,-0.7874963934,-0.7254630002,-0.5368327228,-1.3882942994,-0.9182055394,-1.1223472754,-0.7506195306,-1.3266890049,-1.5416056713,-0.7770806226,-0.7389364676,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 5.0, 7.0, 6.0, 7.0, 7.0, 6.0, 7.0, 7.0, 1.0, 7.0, 7.0]"
35,583,35,John,worked,out,the schedule,"['revised', 'monthly']","['for his employees', 'in the team', 'for the summer']",6,-4.7998822927,the revised monthly schedule for his employees in the team for the summer,20,1,13,13,1,13,-4.6130836010000005,13,-4.7455844879,13,-4.7670534849,13,-4.6411007941,13,-4.6016900399,13,-4.5838609864,13,-6.8147939233,13,-4.3416682879,15,-4.3646085262,14,-4.381559213,14,-4.5251021683,13,-4.7104260921,13,1,3,20.0,13,6,John worked out the revised monthly schedule for his employees in the team for the summer.,John worked the revised monthly schedule for his employees in the team for the summer out.,-0.6822471619,-1.072196126,-0.5514901877,-0.8225016594000001,-1.0713887215,-1.0941888585,-0.5095857452,-0.26049550380000003,-0.8304180305000001,-0.8326523039,-0.7681835294,-0.7370143831,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 6.0, 6.0]"
36,1065,36,John,brought,up,his kids,['young'],['with red hair'],3,-5.3787869347,his young kids with red hair,6,1,6,6,1,6,-4.8617617289,6,-5.0243674384,6,-4.8375262154,6,-5.0380352868,6,-5.3271200180000005,6,-5.6002805233,6,-6.7964253902000005,6,-4.8709250556,6,-5.0930316448,6,-5.3873482227,6,-4.7029629813,6,-5.1920760473,6,1,2,6.0,6,3,John brought up his young kids with red hair.,John brought his young kids with red hair up.,-1.2595375909,-1.2253434923,-0.8428851764,-1.0450863838,-0.4885372162,-1.1313860893,-1.3850239754,-1.3324952655,-0.7129075051,-0.5831893444,-0.6591203478000001,-0.8212098015,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[5.0, 2.0, 1.0, 1.0, 2.0]"
37,2675,37,John,takes,apart,the remote,['television'],['from Craiglist'],3,-6.9656018151,the television remote from Craiglist,11,2,6,5,1,6,-6.1647042169,6,-6.6646029154,6,-5.9451239374,6,-5.860923926,6,-6.2143532276,6,-6.7624168396,6,-9.6791621208,6,-7.1601577335,6,-6.0303123474,6,-6.3738526821,6,-6.0496431986,6,-6.6529262331,6,1,3,5.5,5,3,John takes apart the television remote from Craiglist.,John takes the television remote from Craiglist apart.,-0.2913928561,0.155066808,-0.076857196,-0.6440665457,-0.8652048588,-0.8389153957000001,-0.0972725868,-0.33843533200000003,-0.35069408420000003,-0.176093626,-0.5129744212,-0.4562125736,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 6.0, 6.0, 5.0]"
38,753,38,John,turned,in,his gun,"['broken', 'speed']",['with radar'],4,-7.2472748227,his broken speed gun with radar,8,1,6,6,1,6,-6.6985147264,6,-7.1442481147,6,-6.4652237892,6,-6.2021309005,6,-6.2819048882,6,-6.7597314358,6,-9.3484229565,6,-6.0450324059,7,-6.3480524063,6,-6.5790063381,6,-6.3099866443,6,-7.1785266664,6,1,2,8.0,6,4,John turned in his broken speed gun with radar.,John turned his broken speed gun with radar in.,-0.6380165948000001,-0.4529469808,-0.9349539545000001,-0.6716576152,-0.7152182102,-0.5780895233000001,-1.0280847072,-0.6230632305,-0.3502699375,-0.4493934155,-0.4888426463,0.0351520114,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 5.0, 6.0, 6.0, 6.0]"
39,2428,39,John,threw,away,the leftovers,[],"['with spicy sauce', 'on the shelf']",3,-5.3007369041,the leftovers with spicy sauce on the shelf,12,2,10,8,1,10,-4.8536961873,10,-4.8295990626,10,-4.7361338536,10,-4.633697629,10,-5.2870651484,9,-5.6164962053,9,-6.9680970632,10,-4.5812898023,12,-4.0517161191,13,-4.2199032903,13,-4.6778742472,10,-4.9688526789,10,1,4,6.0,8,3,John threw away the leftovers with spicy sauce on the shelf.,John threw the leftovers with spicy sauce on the shelf away.,-0.8008200328,-0.6044979095,-0.4246419668,-0.550070246,-0.4381257295,-0.8131884734,-0.6619071594,-0.4788296222,-0.3158634305,-0.3294894397,-0.11227353420000001,-0.161515077,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[3.0, 3.0, 5.0, 7.0, 4.0]"
40,1267,40,John,pointed,out,the detail,"['specific', 'intricate']",['of the cathedral'],4,-5.4485954285,the specific intricate detail of the cathedral,15,1,7,7,1,7,-5.0880203247,7,-5.2141395569,7,-5.1353260994,7,-5.022797966,7,-5.4042096138,7,-5.5367444645,7,-7.1040044264,7,-3.9552717209,10,-4.4034112417,9,-4.3991077496,9,-4.7388571739,7,-4.8298947811,7,1,3,15.0,7,4,John pointed out the specific intricate detail of the cathedral.,John pointed the specific intricate detail of the cathedral out.,-1.5679092407,-1.0443622589,-1.1528278828,-1.257065773,-0.943627921,-1.0262869055,-1.2449839332000001,-1.1738868493,-0.7808653758,-0.8955809520000001,-1.1923856735,-1.5176784992,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 2.0, 7.0, 5.0]"
41,1518,41,John,called,off,his concert,"['first', 'upcoming', 'summer']","['in the stadium', 'in Brazil']",6,-5.1510354556,his first upcoming summer concert in the stadium in Brazil,16,1,10,10,1,10,-5.1899340703,10,-5.2693678049,10,-5.2437375509,10,-5.2385417865,10,-5.5096249921,10,-6.0678754193,10,-7.6319840295,10,-4.9140883854,11,-5.2692133699,10,-5.5054864202000005,10,-5.1740765205,10,-5.2459897995,10,1,3,16.0,10,6,John called off his first upcoming summer concert in the stadium in Brazil.,John called his first upcoming summer concert in the stadium in Brazil off.,-0.6462235084,-0.2585769066,-0.2203221688,-0.44164672260000004,-0.4331561157,-0.1845674515,-0.8014265129,-0.668488741,-0.5588258675000001,-0.5782946178,-0.3748775629,-0.7352554615,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 7.0, 7.0, 6.0]"
42,3976,42,John,gave,away,the recipe,"['secret', 'family']",[],3,-6.4943054744,the secret family recipe,8,2,5,4,1,5,-5.6563055856,5,-5.0782841274,5,-5.1393279348,5,-5.2393670763,5,-4.91251266,5,-5.935880661,5,-7.8336235285,5,-5.5060344934,6,-4.9824658632,5,-5.2545422912,5,-4.6202757699,5,-4.8687384469,5,1,4,4.0,4,3,John gave away the secret family recipe.,John gave the secret family recipe away.,-0.5371802194,-0.720248631,-0.7597404889,-0.4314414433,-0.6027787328,-0.026911854800000003,-1.0570961237,-0.23988270760000002,-0.3488641978,-0.4828743934,-0.6629791260000001,-1.0335600717,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[4.0, 4.0, 4.0, 7.0, 4.0, 4.0]"
43,3709,43,John,kept,up,the pace,"['quick', 'running']","['of 6kph', 'for the race']",5,-5.414808682,the quick running pace of 6kph for the race,0,1,11,9,1,11,-4.7788568224,11,-4.7426181521,11,-4.8075340475,11,-4.4069559915,11,-4.2645716071,12,-4.7583552301,12,-8.8936320623,11,-5.5013652529,11,-4.3928744197,12,-4.4014820158,12,-4.461931978,11,-4.7775581905,11,1,2,0.0,9,5,John kept up the quick running pace of 6kph for the race.,John kept the quick running pace of 6kph for the race up.,-0.6632709503,-0.7670158658,-0.6174884183,-0.8950719493,-0.5789883435000001,-0.7037339806,-0.5448109944,-0.5798367773,-0.5638498068000001,-0.6233302355,-0.6353409630000001,-0.7370005335,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 7.0, 7.0, 7.0, 7.0]"
44,2101,44,John,turned,down,the music,['jazz'],"['from the band', 'with steel guitars']",4,-5.6305158933,the jazz music from the band with steel guitars,11,1,9,9,1,9,-5.1612126033,9,-5.2186485926,9,-5.3011776209,9,-4.9182049036,9,-5.4383686506,9,-6.1218666297,9,-7.0159794,9,-4.5958205972,11,-4.4585772514,11,-4.7039610863,11,-5.2318277359,9,-5.9151812394,9,1,3,11.0,9,4,John turned down the jazz music from the band with steel guitars.,John turned the jazz music from the band with steel guitars down.,-0.3621610005,-0.5884736379000001,-0.6389191945,-0.5474907557,-0.2153676106,-0.1020164489,-1.527317634,-0.3988311291,-0.2667517345,-0.2390771548,-0.0741260052,0.4321594238,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[3.0, 7.0, 4.0, 7.0, 3.0]"
45,3834,45,John,brought,in,his tools,[],['in his house'],2,-5.2952306271,his tools in his house,5,1,6,5,1,6,-4.8353762627,6,-5.18612957,6,-4.8496706486,6,-4.8606492877,6,-5.3491510285,6,-5.667734358,6,-7.1714640723,6,-4.1268063784,6,-5.3221494357,6,-5.5729144414,6,-4.6066509485000005,6,-4.6807208061,6,1,2,5.0,5,2,John brought in his tools in his house.,John brought his tools in his house in.,-1.073518753,-0.8602223396,-0.9241629839000001,-0.9778981805,-0.5667666330000001,-0.3810299768,-1.376051426,-0.8952524066,-0.6586618423,-0.6952140596,-0.755600214,-1.1880902648,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[2.0, 6.0, 7.0, 5.0]"
46,2620,46,John,threw,away,the trash,"['old', 'smelly']","['in the black bag', 'from his party']",5,-5.1578378042,the old smelly trash in the black bag from his party,13,2,12,11,1,12,-4.7135930379,12,-4.7603988647,12,-4.7939198176,12,-4.6530949593,12,-4.6381296515,12,-4.7413607538,12,-6.8203196526,12,-4.835220782,12,-4.6608082652,12,-4.7563900948,12,-4.561157163,12,-4.8043478012,12,1,2,6.5,11,5,John threw away the old smelly trash in the black bag from his party.,John threw the old smelly trash in the black bag from his party away.,-0.3835316976,-0.4796597799,-0.32875235880000003,-0.3404726664,-0.5008691550000001,-1.0211257934,-0.5653364658,-0.4525712331,-0.4747949839,-0.6395865976,-0.44256464640000004,-0.7850295385,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 5.0, 2.0]"
47,586,47,John,worked,out,the schedule,"['revised', 'work']",['in the team'],4,-5.6547708511,the revised work schedule in the team,11,1,7,7,1,7,-5.3828395844,7,-5.3907085419,7,-5.3536392212,7,-5.282798481,7,-5.2178857977,7,-5.435594342,7,-8.0860938159,7,-4.8790583177,8,-4.6960186561,8,-4.7711774906,8,-4.7838056087,7,-4.818568325,7,1,3,11.0,7,4,John worked out the revised work schedule in the team.,John worked the revised work schedule in the team out.,-1.0152133941,-1.1055046081,-1.0293216705,-1.3280747414,-1.3757120912,-1.3692816387,-1.2325537421,-0.7600117597,-1.1429058313,-1.1863228082,-1.0895665169,-1.2286262513,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 7.0, 6.0]"
48,842,48,John,backs,up,the van,['rented'],['for his new home'],3,-5.381196022,the rented van for his new home,8,1,7,7,1,7,-4.9949256897,7,-5.6123970032,7,-5.0890014648,7,-4.7242024422,7,-5.2556157546,7,-5.3248329596,7,-8.2074938254,7,-4.9063670418,8,-4.6269059181,8,-4.6651089191,8,-4.4063681602,7,-4.2516971588,7,1,2,8.0,7,3,John backs up the rented van for his new home.,John backs the rented van for his new home up.,-1.0106658936,-1.0641452789,-0.8661181927,-1.1928108215,-1.3917206851,-1.4655986266,-0.9515235641,-0.966523474,-0.7543605169,-0.7643437386,-1.4342885972000001,-1.6151521683,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[4.0, 7.0, 3.0, 7.0]"
49,2325,49,John,set,up,the event,"['annual', 'competitive', 'hacking']","['for computer scientists', 'at the university']",6,-4.7269206728,the annual competitive hacking event for computer scientists at the university,25,1,11,11,1,11,-4.3612431117,11,-4.3916726794,11,-4.203098229,11,-4.2892180852,11,-4.796349144,11,-4.7611581802,11,-7.0963833809,11,-4.7443691983,14,-4.3552226722,12,-4.2340396345,12,-4.3336782115,11,-4.5928596428,11,1,3,25.0,11,6,John set up the annual competitive hacking event for computer scientists at the university.,John set the annual competitive hacking event for computer scientists at the university up.,-0.8936489651,-0.6380835941,-0.9212830067000001,-0.7091228621,-0.44917456310000003,-0.8117176692,-1.3471078237,-0.9284037422,-0.6133060158,-0.6789803505,-0.8726432323000001,-1.0319401537,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 7.0, 7.0, 7.0, 6.0]"
50,3030,50,John,beats,up,his brother,['younger'],['with red hair'],3,-5.0202893151,his younger brother with red hair,8,1,6,6,1,6,-4.5924627516,6,-4.9826189677,6,-4.802344852,6,-5.0077545378,6,-5.2125151634,6,-5.3859975338,6,-8.0329287529,6,-4.5022433599,6,-4.6494268071,6,-4.7256088257,6,-4.4227487776,6,-4.3739937676,6,1,3,8.0,6,3,John beats up his younger brother with red hair.,John beats his younger brother with red hair up.,-1.2338307699,-1.0154868232,-0.9543487761,-0.8466127184000001,-0.501552105,-0.9623617172000001,0.4595040798,-0.7504142125000001,-0.5002046498,-0.5072005012,-0.548529519,-1.0366163254,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[5.0, 4.0, 7.0, 7.0, 4.0]"
51,650,51,John,worked,out,the plan,"['secret', 'foolproof']",['for the game'],4,-5.3701451041,the secret foolproof plan for the game,9,1,8,7,1,8,-4.8955615651,8,-4.747773604,8,-4.7095685439,8,-4.6035492203,8,-5.007171909,8,-5.0272969802,8,-6.8011437257,8,-4.956965143,8,-4.9371366103,8,-5.0896112919,8,-4.3899631934,8,-4.7764807614,8,1,2,9.0,7,4,John worked out the secret foolproof plan for the game.,John worked the secret foolproof plan for the game out.,-1.5112335898,-1.0070169622,-1.2535234364,-1.1275097241,-0.8660604557,-0.9522040288,-1.5939465761,-0.94485569,-0.7958179713,-0.8574181795,-1.175000104,-1.2289029035,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 6.0, 7.0, 7.0]"
52,2108,52,John,turned,down,the music,"['Spanish', 'fusion']","['from the band', 'from Barcelona']",5,-5.6909861565,the Spanish fusion music from the band from Barcelona,15,1,9,9,1,9,-5.2198851903,9,-5.7465387980000004,9,-5.5849819978,9,-5.9738467137,9,-5.761936041,9,-5.8862551542,9,-8.0410345151,9,-5.6159886947,10,-5.8998813629,9,-6.0514199917000004,9,-5.1021494865,9,-5.5489501158,9,1,3,15.0,9,5,John turned down the Spanish fusion music from the band from Barcelona.,John turned the Spanish fusion music from the band from Barcelona down.,-1.0101022721,-0.8998409907,-0.5285357237,-0.5377243757,-0.09376437850000001,-0.2426398351,-1.2855662199,-0.6209512857,-0.1564026979,-0.36554182490000003,-0.3729186853,-0.5060780843,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 4.0, 7.0, 6.0]"
53,192,53,John,gave,up,the race,[],[],1,-5.0011333466,the race,2,1,4,2,1,4,-4.161656189,4,-4.6372207642,4,-4.7195979118,4,-5.0037746429,4,-5.3941760858,4,-6.1161447366,4,-7.6096137365,4,-4.1139890671,4,-5.462237517,4,-5.561292251,4,-4.4612010956,4,-4.5598590851,4,1,2,2.0,2,1,John gave up the race.,John gave the race up.,-1.2518875122,-0.35177917480000004,-0.9415718079000001,-0.8574216843,-0.7494101524,-0.7029363314,-0.3190330664,-1.073107624,-1.1844375134,-1.270153284,-0.9368179321000001,-1.3959553718,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[3.0, 7.0, 1.0, 7.0, 7.0]"
54,1693,54,John,called,off,his wedding,"['small', 'family']","['with Anne', 'in the afternoon']",5,-5.4440369606,his small family wedding with Anne in the afternoon,15,1,9,9,1,9,-5.2655687332,9,-4.8635686239,9,-4.8697093725,9,-5.0505650441,9,-5.1327570035,9,-5.6576379996,9,-7.8461703887,9,-5.1581828992,9,-5.2522931099,9,-5.4197686636,9,-4.5710985661,9,-4.7854200204,9,1,3,15.0,9,5,John called off his small family wedding with Anne in the afternoon.,John called his small family wedding with Anne in the afternoon off.,-0.7806479136000001,-0.8679501215000001,-0.4979251226,-0.5637608369,-0.7682748574,-0.27644905680000004,-0.8088578445,-0.30820628,-0.6481657762,-0.7020806899,-0.9707881609000001,-0.9835392634000001,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 6.0, 7.0, 4.0, 7.0]"
55,2616,55,John,threw,away,the trash,"['old', 'smelly']",[],3,-5.9806864262,the old smelly trash,5,2,6,4,1,6,-5.2699155807,6,-5.3217196465,6,-5.0025317073,6,-5.086479187,6,-5.4183537165,6,-5.2712499301,6,-8.2292456097,6,-5.1172685623,6,-5.3405373891,6,-5.40985171,6,-5.2496533394,6,-5.2157034874,6,1,2,2.5,4,3,John threw away the old smelly trash.,John threw the old smelly trash away.,-0.1529531479,-0.22194099420000002,-0.12499475480000001,-0.0989257097,0.2089750502,-0.33683925200000003,-0.39113532170000004,-0.07235825060000001,0.029791090200000002,-0.1505615446,0.0169095993,-0.7640011311,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[7.0, 4.0, 4.0, 5.0, 6.0, 1.0, 4.0, 5.0, 7.0, 4.0, 7.0, 6.0]"
56,1133,56,John,brought,up,his issue,['standing'],['with the rules'],3,-5.3285342322,his standing issue with the rules,9,1,6,6,1,6,-4.8704931471,6,-4.9611159431,6,-4.7271579636,6,-5.0601531665,6,-5.6292016029,6,-5.7469257832,6,-7.6111451149,6,-5.4645101759,6,-5.2126342773,6,-5.2791623116,6,-4.9491779539,6,-5.4830824534,6,1,3,9.0,6,3,John brought up his standing issue with the rules.,John brought his standing issue with the rules up.,-0.7077891032,-0.8535626729,-0.8280174998000001,-0.6712232165,-0.8074435234,-1.1544267654,-1.6205983162,-0.7052118513000001,-0.5806752205,-0.7346387863,-0.5577198665,-0.44134055240000003,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[5.0, 7.0, 7.0, 7.0]"
57,3634,57,John,kept,up,the joke,['improvised'],['for the play'],3,-5.9868458642,the improvised joke for the play,10,1,6,6,1,7,-5.4864090814,6,-5.8304189046,6,-5.388736195,6,-5.8717553351000005,6,-6.173311615,6,-6.9046494007,6,-7.3896412849,6,-4.1055189913,8,-5.6554613547,7,-5.6475474184,7,-4.9371369362,7,-5.3514925003,7,1,2,10.0,6,3,John kept up the improvised joke for the play.,John kept the improvised joke for the play up.,-1.0728450351,-0.9544414944,-0.5900096894,-0.622870975,-0.7878654957,-0.4465341091,-1.0279287339,-0.9904861884,-0.3388993523,-0.2845031132,-0.7116615295000001,-1.0049870968,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 7.0, 6.0, 7.0]"
58,2635,58,John,threw,away,the trash,"['smelly', 'rotten']",['from last week'],4,-5.6640255668,the smelly rotten trash from last week,9,2,8,7,1,8,-5.1802964644,8,-5.027411721,8,-4.80926505,8,-4.9176783995,8,-4.6989577611,8,-4.807292819,8,-7.8441867828,8,-5.3744133602,8,-4.4257722635,9,-4.4843157622,9,-4.5610472939,8,-4.6154494286,8,1,2,4.5,7,4,John threw away the smelly rotten trash from last week.,John threw the smelly rotten trash from last week away.,-0.534538269,-0.6129192005,-0.5480087454,-0.44603456150000004,-0.07434248930000001,-0.3000080586,-0.551439484,-0.8194291809,0.0200629235,-0.09603412330000001,-0.0881042914,-0.3503036932,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[5.0, 6.0, 5.0, 1.0, 6.0]"
59,3948,59,John,gave,away,the recipe,['secret'],"['with instructions', 'for the sauce']",4,-4.9860179208,the secret recipe with instructions for the sauce,13,2,8,8,1,8,-4.4782742587,8,-4.186246005,8,-4.5105078871,8,-4.5252816027,8,-4.6723043124,8,-5.2061067422,8,-6.5840910673,8,-4.8276742299,9,-4.7416146199,8,-5.0139447451,8,-4.1682826822,8,-4.6797909303,8,1,4,6.5,8,4,John gave away the secret recipe with instructions for the sauce.,John gave the secret recipe with instructions for the sauce away.,-0.7517831976,-0.7855717052000001,-0.7560912912000001,-0.7967880856,-0.244262735,-0.0116360188,-1.04126966,-0.3880893787,-0.6305294434000001,-0.728274544,-0.5881424818000001,-0.6318382784000001,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[4.0, 7.0, 2.0, 6.0, 7.0]"
60,406,60,John,put,out,a statement,['formal'],"['on the website', 'for the press']",4,-3.8170355161000002,a formal statement on the website for the press,14,1,9,9,1,9,-3.6138947805,9,-4.0798241297,9,-3.896766146,9,-4.041467905,9,-4.3679696597,9,-4.6687086546,9,-5.7273167463,9,-3.9859273434,9,-4.3386761225,9,-4.4487334765,9,-3.8400096893,9,-4.0401357015,9,1,3,14.0,9,4,John put out a formal statement on the website for the press.,John put a formal statement on the website for the press out.,-1.0741481781,-0.850505511,-0.7162417968,-0.6454359293,-0.6680896098,-0.5500241426,-1.0414561859,-0.5639685789000001,-0.6941285134,-0.6651211885,-0.6486528715000001,-0.8209357262,1,1,1,1,1,1,1,1,1,1,1,1,pm,"[6.0, 6.0, 5.0, 7.0, 3.0]"
