,id,subj,verb,obj1,adj1,preps1,obj2,adj2,preps2,obj1 phrasal weight,obj2 phrasal weight,distilgpt2 sentence score,full obj1,full obj2,obj1 syll,obj2 syll,distilgpt2 obj1 tokens,distilgpt2 obj2 tokens,obj1 len,obj2 len,gpt2 sentence score,gpt2 obj1 tokens,gpt2 obj2 tokens,gpt2_med sentence score,gpt2_med obj1 tokens,gpt2_med obj2 tokens,gpt2_large sentence score,gpt2_large obj1 tokens,gpt2_large obj2 tokens,gpt2_xl sentence score,gpt2_xl obj1 tokens,gpt2_xl obj2 tokens,llama_3 sentence score,llama_3 obj1 tokens,llama_3 obj2 tokens,llama_3_chat sentence score,llama_3_chat obj1 tokens,llama_3_chat obj2 tokens,babyopt sentence score,babyopt obj1 tokens,babyopt obj2 tokens,babyllama sentence score,babyllama obj1 tokens,babyllama obj2 tokens,mistral_0.3 sentence score,mistral_0.3 obj1 tokens,mistral_0.3 obj2 tokens,mistral_0.3_chat sentence score,mistral_0.3_chat obj1 tokens,mistral_0.3_chat obj2 tokens,olmo sentence score,olmo obj1 tokens,olmo obj2 tokens,olmo_chat sentence score,olmo_chat obj1 tokens,olmo_chat obj2 tokens,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,var,responses
28,28,John,showed,his sister,[],[],the building,"['tall', 'church']","['with the dome', 'from Italy']",1,5,-5.8339796066,his sister,the tall church building with the dome from Italy,3,12,4,9,2,9,-5.6429661342,4,9,-5.2589787074,4,9,-5.0039043086,4,9,-4.9169718538,4,9,-4.9912875493,4,9,-5.3744068464,4,9,-6.9887640635,4,9,-4.9583848317,4,10,-4.8427198529,4,10,-4.9707160294,4,10,-4.8539423261,5,9,-4.9920213563,5,9,0.25,0.2222222222,0.2,John showed the tall church building with the dome from Italy to his sister.,John showed his sister the tall church building with the dome from Italy.,0.189190875,-0.0290438474,-0.1571664784,-0.2839975855,-0.4661051433,-0.5255560897,-0.6631744771,0.0597612971,-0.0066355904,0.034693557,-0.3943167781,-0.6061127579000001,da,"[1.0, 1.0, 6.0, 1.0, 7.0]"
29,29,John,showed,his roommate,"['new', 'visiting']","['from Korea', 'with his professor']",a video,['amateur'],[],5,2,-6.2873078664,his new visiting roommate from Korea with his professor,a amateur video,16,7,9,4,9,3,-5.6523961385,9,4,-5.7471677144,9,4,-5.8054901759,9,4,-5.6620525042,9,4,-6.0142118931,9,4,-6.2188554704,9,4,-8.8514139652,9,4,-5.5030963281,10,5,-5.5262587211,10,4,-5.4817789863,10,4,-5.5573409796,10,4,-5.9721978903,10,4,2.2857142857,3.0,2.5,John showed a amateur video to his new visiting roommate from Korea with his professor.,John showed his new visiting roommate from Korea with his professor a amateur video.,-0.9751340957,-0.7407756624,-0.6866384347000001,-1.0100710301,-0.8397456010000001,-1.1051048021,0.0678615729,-0.7073332807,-0.877120749,-1.0920691718,-0.8335497141,-0.9537812471,da,"[5.0, 4.0, 5.0, 6.0, 5.0]"
30,30,John,played,his roommate,"['new', 'visiting', 'exchange']",['from Korea'],a song,['new'],['with a really good chorus'],5,3,-6.0238572227,his new visiting exchange roommate from Korea,a new song with a really good chorus,13,11,7,8,7,8,-5.4652004242,7,8,-5.2182197571,7,8,-5.2086999681,7,8,-5.1265543832,7,8,-4.9241343046,7,8,-5.1548353245,7,8,-7.8796543824,7,8,-5.5346061807,8,8,-4.536524591,8,9,-4.6232387679,8,9,-4.7800956525,8,8,-5.4168840208,8,8,1.1818181818,0.875,1.6666666667,John played a new song with a really good chorus for his new visiting exchange roommate from Korea.,John played his new visiting exchange roommate from Korea a new song with a really good chorus.,-0.4709677977,-0.3285154455,-0.31486487550000003,-0.3400605083,-0.62033484,-0.8128001216,-0.8242940889,-0.5964616781000001,-0.28811196370000003,-0.34250515530000003,-0.3018062157,-0.096047697,da,"[7.0, 6.0, 7.0, 5.0, 7.0]"
31,31,John,mailed,his family,['large'],"['from the farms', 'in the plains', 'in Kansas']",a message,"['short', 'notice']","['about his travel in Europe', 'for his work']",5,5,-5.2015921519,his large family from the farms in the plains in Kansas,a short notice message about his travel in Europe for his work,14,17,11,12,11,12,-4.9672229473,11,12,-5.0448556313,11,12,-5.0359768867,11,12,-4.7292562998,11,12,-4.702330607,11,12,-5.1941045655,11,12,-6.7337964023,11,12,-4.7718328193,11,12,-4.310027846,12,12,-4.5426835685,12,12,-4.5114889512,11,12,-4.952460179,11,12,0.8235294118,0.9166666667000001,1.0,John mailed a short notice message about his travel in Europe for his work to his large family from the farms in the plains in Kansas.,John mailed his large family from the farms in the plains in Kansas a short notice message about his travel in Europe for his work.,0.0010846416,-0.21788225320000001,-0.044508075800000005,-0.2539223539,-0.2272413517,0.0980039784,-0.5283654578,-0.2852752528,-0.0703670385,0.1164720922,-0.4384677138,-0.27087407620000004,da,"[6.0, 6.0, 6.0, 5.0, 1.0]"
32,32,John,wrote,his family,"['large', 'religious']","['from the farms', 'in Kansas']",a letter,"['serious', 'long']",['with bank information'],5,4,-6.1099346562,his large religious family from the farms in Kansas,a serious long letter with bank information,14,13,9,7,9,7,-5.4270997298,9,7,-5.3168674268,9,7,-5.3998680868,9,7,-5.2299908086,9,7,-5.5885309696,9,7,-5.5281519175,9,7,-6.890931797,9,7,-5.4071428399,9,7,-5.2700485945,9,7,-5.364210248,9,7,-5.2888845394,9,7,-5.7374459819,9,7,1.0769230769,1.2857142857,1.25,John wrote a serious long letter with bank information to his large religious family from the farms in Kansas.,John wrote his large religious family from the farms in Kansas a serious long letter with bank information.,-1.0357073957,-0.7670039908,-0.7844710392,-1.0363857927,-0.3918780503,-0.9855652068,-1.558644104,-1.1326264387,-0.6821375382,-0.9179039566,-0.6516788215,-0.3467252073,da,"[3.0, 5.0, 7.0]"
33,33,John,showed,his friend,"['good', 'trusted']","['with an art history degree', 'from Michigan']",the building,[],['by the famous artist'],5,2,-5.7712813377,his good trusted friend with an art history degree from Michigan,the building by the famous artist,17,9,11,7,11,6,-5.6557350159,11,7,-5.3305508614,11,7,-5.1842036247,11,7,-5.1204539299,11,7,-5.0906028066,11,7,-5.4004780679,11,7,-7.5124657495000005,11,7,-5.6667329311,11,7,-5.2848567054,11,7,-5.3012955529,11,7,-4.9792773724,11,7,-5.4186002731,11,7,1.8888888889,1.8333333333,2.5,John showed the building by the famous artist to his good trusted friend with an art history degree from Michigan.,John showed his good trusted friend with an art history degree from Michigan the building by the famous artist.,-0.2505065516,-0.3707462963,-0.129689041,0.0135517321,-0.2098376956,-0.1366685719,-0.041547478900000004,-0.3621592597,-0.23601550610000002,-0.27420116840000003,-0.12713727190000002,0.0827503857,da,"[2.0, 2.0, 5.0, 7.0]"
34,34,John,prepared,the man,['homeless'],['on the street'],a feast,['grand'],"['of pie', 'from the farm']",3,4,-4.7067584991,the homeless man on the street,a grand feast of pie from the farm,7,8,6,8,6,8,-4.4859042448,6,8,-4.6106618993,6,8,-4.4151244444,6,8,-4.3825566067,6,8,-4.6414309873,6,8,-4.6497491466,6,8,-7.0626206398,6,8,-4.2799824609,7,8,-4.2155058509,6,9,-4.3206645564,6,9,-4.1481896288,6,8,-4.3854581889,6,8,0.875,0.75,0.75,John prepared a grand feast of pie from the farm for the homeless man on the street.,John prepared the homeless man on the street a grand feast of pie from the farm.,-0.5622222143,-0.4058508523,-0.5514725166000001,-0.692528765,-0.3799484835,-0.3733194217,-0.0925920991,-0.4451027134,-0.24284011860000002,-0.08659011300000001,-0.2179811352,-0.0711587492,da,"[4.0, 4.0, 6.0, 6.0, 2.0]"
35,35,John,constructed,his parents,"['kind', 'old']",[],an app,['assistant'],['for helping disabled people'],3,3,-6.887188094,his kind old parents,an assistant app for helping disabled people,5,13,5,7,4,7,-6.2238900321,5,7,-6.4354694911,5,7,-6.3272800105,5,7,-5.9535137245,5,7,-6.0112769763,5,7,-6.3499351819,5,7,-8.9161213875,5,7,-5.8011430422,5,8,-5.9552127838,5,7,-5.7765438398,5,7,-5.5933086532,5,7,-6.174773625,5,7,0.3846153846,0.5714285714,1.0,John constructed an assistant app for helping disabled people for his kind old parents.,John constructed his kind old parents an assistant app for helping disabled people.,-0.7660960941,-0.48790351120000003,-0.8514443885,-1.1465547346,-0.6310563269,-0.30015149350000003,-0.3793292999,-0.9363565014,-0.6393535614,-0.418734396,-1.0205756858,-0.6349344568,da,"[7.0, 7.0, 3.0, 6.0, 5.0, 7.0, 3.0, 5.0, 3.0, 2.0, 7.0, 3.0]"
36,36,John,made,Mary,[],['from the dorms'],a feast,['hearty'],['with chicken'],2,3,-5.745745879, Mary from the dorms,a hearty feast with chicken,5,7,5,5,4,5,-5.3586149949,5,5,-5.7780936315,5,5,-5.7887971951,5,5,-5.6929960618,5,5,-5.6926885332,5,5,-5.9806653091,5,5,-7.3253774302,5,5,-5.4840449186,5,5,-4.7970173657,5,7,-4.9888727665,5,7,-5.2085531675,5,5,-5.7782666133000005,5,5,0.7142857143,0.8,0.6666666667000001,John made a hearty feast with chicken for Mary from the dorms.,John made Mary from the dorms a hearty feast with chicken.,-1.1110060276,-0.7769489532,-0.6019213445,-1.2352576683,-0.6949710532000001,-1.0076114293,-0.9705104068,-0.8407833088000001,-0.6936497231000001,-0.8614689986,-1.1816817002,-1.4593490118,da,"[6.0, 4.0, 4.0, 2.0, 2.0]"
37,37,John,showed,his sister,"['older', 'step']","['in college', 'for biology']",the building,"['Baroque', 'church']","['with the dome', 'by the famous artist', 'from Italy']",5,6,-5.7883266302,his older step sister in college for biology,the Baroque church building with the dome by the famous artist from Italy,14,19,8,15,8,13,-5.6645143949,8,15,-5.2034784647,8,15,-5.1308290958,8,15,-5.1274321446,8,15,-4.9686270127,8,14,-5.1421623413,8,14,-7.2483998228,8,15,-5.2150105749,9,16,-4.6359850292,9,16,-4.7685151758,9,16,-5.03535923,8,14,-5.6303069305,8,14,0.7368421053,0.6153846154,0.8333333333,John showed the Baroque church building with the dome by the famous artist from Italy to his older step sister in college for biology.,John showed his older step sister in college for biology the Baroque church building with the dome by the famous artist from Italy.,-0.1836334933,-0.3867472128,-0.1731538296,-0.3629050556,-0.49205980450000003,-0.3794925316,-0.2579108419,-0.0132438846,-0.1906791461,0.0134000414,-0.2277320958,-0.1299970635,da,"[6.0, 5.0, 2.0, 7.0, 7.0]"
38,38,John,made,the man,['homeless'],['on the street'],a feast,"['grand', 'hearty', 'celebratory']","['of pie', 'from the farm']",3,6,-4.8284268379,the homeless man on the street,a grand hearty celebratory feast of pie from the farm,7,15,6,11,6,10,-4.8668495178,6,11,-4.7333183289,6,11,-4.4958307743,6,11,-4.8570843935,6,11,-4.8539336977,6,11,-5.1435037568,6,11,-6.6601267769,6,11,-4.7647621972,7,11,-4.4483226901,6,13,-4.5163617756,6,13,-4.6885694981,6,11,-5.0364012718,6,11,0.4666666667,0.6000000000000001,0.5,John made a grand hearty celebratory feast of pie from the farm for the homeless man on the street.,John made the homeless man on the street a grand hearty celebratory feast of pie from the farm.,-0.2528938294,-0.34651776360000003,-0.4189732326,-0.0444966931,-0.3972503128,-0.1693731591,-0.2816773937,-0.3575799125,-0.2833724634,-0.1905212214,-0.0923278934,0.2326763805,da,"[3.0, 7.0, 6.0, 1.0, 4.0]"
39,39,John,cooked,the man,"['sick', 'homeless']",['on the street'],a feast,['hearty'],"['with chicken', 'from the farm']",4,4,-5.0880210665,the sick homeless man on the street,a hearty feast with chicken from the farm,8,10,7,8,7,8,-4.4980621338,7,8,-4.6350324419,7,8,-4.3959932857,7,8,-4.3452279568,7,8,-4.4539840096,7,8,-4.4521327521,7,8,-6.7349121947,7,8,-4.9254546165,8,8,-3.9896028610000003,7,10,-4.0375096003,7,10,-4.1789151298,7,8,-4.1545497047,7,8,0.8,0.875,1.0,John cooked a hearty feast with chicken from the farm for the sick homeless man on the street.,John cooked the sick homeless man on the street a hearty feast with chicken from the farm.,-0.5468480727,-0.650237127,-0.7734386531,-0.4490508332,-0.37532778510000003,-0.4789889416,-0.4496051889,-0.2764635087,-0.3956036953,-0.42306891280000003,-0.299119058,-0.3092801773,da,"[2.0, 7.0, 2.0, 4.0, 2.0]"
40,40,John,wrote,his family,['religious'],['in the plains'],a letter,['long'],"['with bank information', 'for the financial account']",3,4,-5.731907192,his religious family in the plains,a long letter with bank information for the financial account,10,17,6,10,6,10,-5.1066446806,6,10,-4.9435559323,6,10,-4.8844933259,6,10,-4.9508066679,6,10,-5.0480133295,6,10,-5.1012214422,6,10,-6.712526083,6,10,-4.8413404164000005,6,10,-4.7582072985,7,10,-4.8907347634,7,10,-4.751069621,6,10,-5.1417342989,6,10,0.5882352941,0.6000000000000001,0.75,John wrote a long letter with bank information for the financial account to his religious family in the plains.,John wrote his religious family in the plains a long letter with bank information for the financial account.,-0.7170440384,-0.5453647033,-0.9255788842,-0.5210667479000001,-0.22799612970000002,-0.4666489237,-1.1366773781,-1.0466560982,-0.150288676,-0.3157362506,-0.4605901283,-0.4330192505,da,"[3.0, 7.0, 1.0, 1.0, 2.0]"
41,41,John,showed,the group,['crowded'],[],his outfit,['expensive'],[],2,2,-6.0667150286,the crowded group,his expensive outfit,4,6,4,4,3,3,-5.5156021118,4,4,-5.2473568387,4,4,-5.4251734946,4,4,-5.6053914494,4,4,-6.11121912,4,4,-6.6699501514,4,4,-8.6270167828,4,4,-5.4347613653,4,4,-6.211107254,4,4,-6.4904124737,4,4,-5.525422838,4,4,-5.6153623263,4,4,0.6666666667000001,1.0,1.0,John showed his expensive outfit to the crowded group.,John showed the crowded group his expensive outfit.,-0.8817567825,-0.9304175906000001,-0.9230218198000001,-0.7430410915,-0.4386355824,-0.32399618890000004,-0.6309689151,-0.872935454,-0.6081186401,-0.444025384,-0.3776864741,-0.4477220376,da,"[7.0, 3.0, 6.0, 4.0]"
42,42,John,showed,the group,['tour'],['from America'],his outfit,"['expensive', 'handmade']",['for the gala'],3,4,-5.7451463938,the tour group from America,his expensive handmade outfit for the gala,8,12,5,8,5,7,-5.226808548,5,8,-5.3142807484,5,8,-5.045248121,5,8,-5.010773778,5,8,-5.2102391124,5,7,-5.6405019462,5,7,-8.618865518,5,8,-5.9583029467,5,9,-4.8448297977,5,9,-4.8128398259,5,9,-4.4772333818,5,9,-4.7783861721,5,9,0.6666666667000001,0.7142857143,0.75,John showed his expensive handmade outfit for the gala to the tour group from America.,John showed the tour group from America his expensive handmade outfit for the gala.,-0.036225509600000004,0.0304156463,-0.3760234893,-0.2690880537,-0.4648717681,-0.3490632991,0.041261790400000005,-0.2922352534,-0.14858771780000002,-0.2071007467,-0.2590306384,-0.0794782376,da,"[4.0, 7.0, 1.0, 4.0, 3.0]"
43,43,John,mailed,his wife,[],['with the gambling addiction'],a letter,[],['with bank information'],2,2,-5.5001532691,his wife with the gambling addiction,a letter with bank information,9,9,7,6,6,5,-4.8520426069,7,6,-5.0462515695,7,6,-4.8860905852,7,6,-4.9867096628,7,6,-4.9811692556,7,6,-5.0525304476,7,6,-7.6079593658,7,6,-4.3177088569,9,6,-4.6348519623,7,6,-4.9347688258,7,6,-4.4201231003,7,6,-4.4432446616,7,6,1.0,1.2,1.0,John mailed a letter with bank information to his wife with the gambling addiction.,John mailed his wife with the gambling addiction a letter with bank information.,-0.7510275788,-0.4275329506,-0.7960850144,-0.6938139895000001,-0.1350651832,-0.23795844260000001,-0.7607332707000001,-0.7036156286,-0.2851280868,-0.1884211321,-0.3645672431,-0.4972704898,da,"[7.0, 6.0, 3.0, 1.0]"
44,44,John,showed,his mom,"['supportive', 'caring']",['with a film degree'],a presentation,"['detailed', 'PowerPoint']","['on his research', 'on chemistry']",4,5,-6.0271231651,his supportive caring mom with a film degree,a detailed PowerPoint presentation on his research on chemistry,12,18,8,9,8,9,-5.6069789886,8,9,-5.5351942062,8,9,-5.4868038893,8,9,-5.605867219,8,9,-5.5314214797,8,9,-5.5733358974,8,9,-7.9804516974,8,9,-5.5456420708,10,12,-5.0612107624,8,10,-5.1016013622,8,10,-5.0496140889,8,10,-5.0689566249,8,10,0.6666666667000001,0.8888888889000001,0.8,John showed a detailed PowerPoint presentation on his research on chemistry to his supportive caring mom with a film degree.,John showed his supportive caring mom with a film degree a detailed PowerPoint presentation on his research on chemistry.,-0.6968251078000001,-0.4267124277,-0.2465196597,-0.4476758216,-0.11272682240000001,0.0563587064,-1.1280507621,-0.23973630580000002,-0.45776245190000003,-0.4624367328,-0.114820058,-0.4723918801,da,"[4.0, 5.0, 5.0, 4.0, 6.0]"
45,45,John,constructed,the citizens,['homeless'],['in the Midwest'],a house,['beautiful'],['for fishing by the lake'],3,3,-5.3599154528,the homeless citizens in the Midwest,a beautiful house for fishing by the lake,10,11,6,8,6,8,-5.0408495735,6,8,-5.197122686,6,8,-5.11264902,6,8,-5.0193540629,6,8,-5.1019708845,6,8,-5.4632789294,6,8,-7.3924049801,6,8,-4.5772921914,8,8,-4.4951610314,7,8,-4.3764176871,7,8,-4.6302951364,6,8,-4.7533721363,6,8,0.9090909091,0.75,1.0,John constructed a beautiful house for fishing by the lake for the homeless citizens in the Midwest.,John constructed the homeless citizens in the Midwest a beautiful house for fishing by the lake.,-0.7749086548,-0.822142012,-0.4924526548,-0.5239998821,-0.5367009905,-0.2327711255,-0.44516456520000003,-0.4256856037,-0.6623588654,-0.7903097498,-0.5516927453,-0.8161004747,da,"[2.0, 5.0, 7.0, 4.0, 7.0]"
46,46,John,showed,his friend,"['trusted', 'longtime']",['with an art history degree'],his outfit,"['expensive', 'handmade', 'silk']","['for the gala', 'for the evening']",4,6,-5.4696932634,his trusted longtime friend with an art history degree,his expensive handmade silk outfit for the gala for the evening,14,17,9,12,9,11,-5.2356133461,9,12,-4.9840602875,9,12,-4.9575407108,9,12,-5.0012716254,9,12,-5.0917360981,9,11,-5.4334413807,9,11,-8.1839590454,9,12,-5.8273377602,10,13,-4.3935901677,10,13,-4.4116039276,10,13,-4.5642531204,9,13,-4.8186368179,9,13,0.8235294118,0.8181818182,0.6666666667000001,John showed his expensive handmade silk outfit for the gala for the evening to his trusted longtime friend with an art history degree.,John showed his trusted longtime friend with an art history degree his expensive handmade silk outfit for the gala for the evening.,-0.5615927033,-0.3174785945,-0.27845843800000003,-0.2103535567,-0.258992932,-0.2585808392,0.014372168400000001,-0.18115823820000002,-0.17715599740000001,-0.1014147905,-0.13148763900000002,-0.0377554663,da,"[1.0, 7.0, 5.0, 1.0, 7.0]"
47,47,John,built,the children,"['young', 'orphaned']",[],a boat,['fast'],['with powered engines'],3,3,-5.2301443645,the young orphaned children,a fast boat with powered engines,7,9,6,6,4,6,-4.9542413439,6,6,-5.1473565783,6,6,-4.9389095988000005,6,6,-4.9657948017,6,6,-5.2917246501,6,6,-5.5849734306,6,6,-8.0017834028,6,6,-4.8133008957,6,7,-4.7090423703,7,6,-4.6983185112,7,6,-4.8516689369,6,6,-5.1460174492,6,6,0.7777777778,0.6666666667000001,1.0,John built a fast boat with powered engines for the young orphaned children.,John built the young orphaned children a fast boat with powered engines.,-0.9224491539,-0.7450413756,-0.3905956981,-0.5275918337000001,-0.1058768181,-0.2130689349,-0.3704076857,-0.7542194843000001,-0.4228737394,-0.4149899821,-0.30913515140000003,-0.38243931210000004,da,"[7.0, 6.0, 7.0, 6.0]"
48,48,John,prepared,his family,['large'],"['of ten', 'with extended relatives', 'from Mississippi']",soup,[],['from his kitchen'],5,2,-5.5226392185,his large family of ten with extended relatives from Mississippi, soup from his kitchen,20,5,10,4,10,4,-5.2486226699,10,4,-5.2217698939,10,4,-5.2560567295,10,4,-5.1350984854,10,4,-5.2854230669,10,4,-5.529008309,10,4,-8.7666562133,10,4,-6.1594592263,10,4,-4.9663543171,10,4,-5.0848134889,10,4,-4.9635130938,10,4,-5.2528261858,10,4,4.0,2.5,2.5,John prepared soup from his kitchen for his large family of ten with extended relatives from Mississippi.,John prepared his large family of ten with extended relatives from Mississippi soup from his kitchen.,-1.0093211987,-1.1991485708,-1.279183414,-1.2685858923,-0.7921804976,-0.6016834718,-1.0674665847,-0.4817856918,-0.8205098795,-0.93550889,-0.5641530577,-0.47320961780000004,da,"[7.0, 6.0, 7.0, 1.0]"
49,49,John,gave,his friend,['trusted'],"['with the medical degree', 'from Michigan']",a car,['red'],"['with drivers assistance', 'for safe commuting']",4,4,-6.0227567582,his trusted friend with the medical degree from Michigan,a red car with drivers assistance for safe commuting,15,14,9,9,9,9,-5.7270653134,9,9,-5.5861580258,9,9,-5.5260337194,9,9,-5.4580001377,9,9,-5.5834496021,9,9,-5.6710189256,9,9,-7.2456678694,9,9,-6.1833924597,9,10,-5.1568827836,9,10,-5.2730822978,9,10,-5.4089040756,9,9,-6.216978391,9,9,1.0714285714,1.0,1.0,John gave a red car with drivers assistance for safe commuting to his trusted friend with the medical degree from Michigan.,John gave his trusted friend with the medical degree from Michigan a red car with drivers assistance for safe commuting.,-0.38684383580000004,0.163984335,-0.0947600762,0.1823183559,0.0279730274,-0.059124576000000005,-0.49474055120000004,-0.35835283970000004,-0.0978541601,-0.1671957121,0.1490166902,0.4434528907,da,"[1.0, 6.0, 6.0, 2.0, 6.0]"
